location,date,record,date,location,2019_population,total_vaccinations,total_distributed,unused_doses,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
Alaska,2021-10-05,1004,2021-10-05,Alaska,731545,804032.0,1077805.0,277270,421543.0,50.93,109.91,372563.0,57.62,147.33,5228.0,3193.0,4365.0,0.749,42075.0,5.75
Alaska,2021-10-12,1011,2021-10-12,Alaska,731545,817091.0,1094005.0,280698,424544.0,51.3,111.69,375260.0,58.03,149.55,2335.0,2266.0,3098.0,0.747,49876.0,6.82
Alaska,2021-10-19,1018,2021-10-19,Alaska,731545,844953.0,1111295.0,285379,428813.0,51.99,115.5,380362.0,58.62,151.91,17756.0,3980.0,5441.0,0.76,69064.0,9.44
Alaska,2021-10-26,1025,2021-10-26,Alaska,731545,857746.0,1134615.0,278939,432116.0,52.39,117.25,383246.0,59.07,155.1,2565.0,4187.0,5724.0,0.757,76088.0,10.4
Alaska,2021-11-02,1032,2021-11-02,Alaska,731545,879394.0,1182405.0,303011,436014.0,52.76,120.21,385953.0,59.6,161.63,6320.0,3093.0,4228.0,0.76,91591.0,12.52
Alaska,2021-11-09,1039,2021-11-09,Alaska,731545,898205.0,1219685.0,326286,439443.0,53.08,122.78,388302.0,60.07,166.73,8033.0,2919.0,3990.0,0.74,105096.0,14.37
Alaska,2021-11-16,1046,2021-11-16,Alaska,731545,920191.0,1244055.0,331301,447405.0,53.5,125.79,391356.0,61.16,170.06,6113.0,3751.0,5128.0,0.742,116633.0,15.94
Alaska,2021-11-23,1053,2021-11-23,Alaska,731545,943975.0,1265915.0,324329,454857.0,53.98,129.04,394909.0,62.18,173.05,7562.0,3976.0,5435.0,0.746,129914.0,17.76
Alaska,2021-11-30,1060,2021-11-30,Alaska,731545,957508.0,1272385.0,323694,459412.0,54.23,130.89,396688.0,62.8,173.93,8034.0,2611.0,3569.0,0.753,137339.0,18.77
Alaska,2021-12-07,1067,2021-12-07,Alaska,731545,979906.0,1291135.0,323523,465480.0,55.02,133.95,402529.0,63.63,176.49,7226.0,4218.0,5766.0,0.76,148190.0,20.26
Alaska,2021-12-14,1074,2021-12-14,Alaska,731545,996579.0,1310175.0,318663,469106.0,55.59,136.23,406686.0,64.13,179.1,4560.0,3228.0,4413.0,0.761,157344.0,21.51
Alaska,2021-12-21,1081,2021-12-21,Alaska,731545,1010674.0,1321285.0,317546,472291.0,55.97,138.16,409450.0,64.56,180.62,4829.0,2302.0,3147.0,0.767,165685.0,22.65
Alaska,2021-12-28,1088,2021-12-28,Alaska,731545,1021090.0,1322225.0,307515,474829.0,56.22,139.58,411273.0,64.91,180.74,5832.0,2029.0,2774.0,0.774,171858.0,23.49
Alaska,2022-01-04,1095,2022-01-04,Alaska,731545,1030144.0,1321025.0,298322,477065.0,56.46,140.82,413047.0,65.21,180.58,1992.0,1971.0,2694.0,0.784,177058.0,24.2
Alaska,2022-01-11,1102,2022-01-11,Alaska,731545,1042208.0,1354905.0,314636,479980.0,56.78,142.47,415335.0,65.61,185.21,4330.0,1723.0,2355.0,0.782,184115.0,25.17
Alaska,2022-01-18,1109,2022-01-18,Alaska,731545,1053332.0,1364205.0,316326,482875.0,57.06,143.99,417456.0,66.01,186.48,3647.0,2036.0,2783.0,0.772,190417.0,26.03
Alaska,2022-01-25,1116,2022-01-25,Alaska,731545,1062252.0,1377705.0,317619,495018.0,58.19,145.21,425713.0,67.67,188.33,2798.0,1615.0,2208.0,0.772,180427.0,24.66
Alaska,2022-02-01,1123,2022-02-01,Alaska,731545,1065580.0,1391105.0,325525,495790.0,58.29,145.66,426402.0,67.77,190.16,1234.0,1290.0,1763.0,0.768,182348.0,24.93
Alaska,2022-02-08,1130,2022-02-08,Alaska,731545,1069547.0,1403705.0,335941,498115.0,59.84,146.2,437792.0,68.09,191.88,1639.0,559.0,764.0,0.762,174467.0,23.85
Alaska,2022-02-15,1137,2022-02-15,Alaska,731545,1074888.0,1414005.0,339662,499502.0,60.02,146.93,439076.0,68.28,193.29,2683.0,830.0,1135.0,0.761,177232.0,24.23
Alaska,2022-02-22,1144,2022-02-22,Alaska,731545,1092635.0,1430365.0,340959,500560.0,60.86,149.36,445185.0,68.43,195.53,14500.0,2815.0,3848.0,0.765,187907.0,25.69
Alaska,2022-03-01,1151,2022-03-01,Alaska,731545,1095853.0,1445865.0,350012,501439.0,60.98,149.8,446122.0,68.55,197.65,1171.0,2527.0,3454.0,0.763,189394.0,25.89
Alaska,2022-03-08,1158,2022-03-08,Alaska,731545,1104845.0,1455365.0,355399,503659.0,61.32,151.03,448558.0,68.85,198.94,5140.0,1285.0,1757.0,0.759,193929.0,26.51
Alaska,2022-03-15,1165,2022-03-15,Alaska,731545,1107985.0,1463365.0,355416,504533.0,61.43,151.46,449359.0,68.97,200.04,836.0,1322.0,1807.0,0.759,195453.0,26.72
Alaska,2022-03-22,1172,2022-03-22,Alaska,731545,1110690.0,1469265.0,361027,505258.0,61.52,151.83,450047.0,69.07,200.84,1517.0,489.0,668.0,0.756,196803.0,26.9
Alaska,2022-03-29,1179,2022-03-29,Alaska,731545,1114783.0,1482865.0,368977,506372.0,61.67,152.39,451111.0,69.22,202.7,1434.0,675.0,923.0,0.754,198808.0,27.18
Alaska,2022-04-05,1186,2022-04-05,Alaska,731545,1121905.0,1490565.0,370708,507491.0,61.82,153.36,452217.0,69.37,203.76,2591.0,1017.0,1390.0,0.753,203752.0,27.85
Alaska,2022-04-12,1193,2022-04-12,Alaska,731545,1129199.0,1508765.0,380097,508337.0,61.91,154.36,452936.0,69.49,206.24,4330.0,1360.0,1859.0,0.751,209534.0,28.64
Alaska,2022-04-19,1200,2022-04-19,Alaska,731545,1135566.0,1516565.0,383239,509137.0,62.0,155.23,453583.0,69.6,207.31,2335.0,1314.0,1796.0,0.749,214489.0,29.32
Alaska,2022-04-26,1207,2022-04-26,Alaska,731545,1141726.0,1530465.0,389371,510056.0,62.23,156.07,455245.0,69.72,209.21,1377.0,1110.0,1517.0,0.746,218150.0,29.82
Alaska,2022-05-03,1214,2022-05-03,Alaska,731545,1145164.0,1538965.0,394453,510597.0,62.29,156.54,455688.0,69.8,210.37,1665.0,775.0,1059.0,0.746,220637.0,30.16
Alaska,2022-05-10,1221,2022-05-10,Alaska,731545,,,0,,,,,,,,727.0,994.0,,,
Alaska,2022-05-17,1228,2022-05-17,Alaska,731545,1155037.0,1564365.0,409328,511003.0,62.56,157.89,457621.0,69.85,213.84,1648.0,674.0,921.0,0.741,228247.0,31.2
Alaska,2022-05-24,1235,2022-05-24,Alaska,731545,1158836.0,1573965.0,417095,511626.0,62.63,158.41,458133.0,69.94,215.16,1893.0,601.0,822.0,0.737,230949.0,31.57
Alaska,2022-05-31,1242,2022-05-31,Alaska,731545,1163029.0,1582865.0,419836,512315.0,62.71,158.98,458720.0,70.03,216.37,1192.0,746.0,1020.0,0.736,233869.0,31.97
Alaska,2022-06-07,1249,2022-06-07,Alaska,731545,,,0,,,,,,,,492.0,673.0,,,
Alaska,2022-06-14,1256,2022-06-14,Alaska,731545,,,0,,,,,,,,404.0,552.0,,,
Alaska,2022-06-21,1263,2022-06-21,Alaska,731545,,,0,,,,,,,,404.0,552.0,,,
Alaska,2022-06-28,1270,2022-06-28,Alaska,731545,,,0,,,,,,,,404.0,552.0,,,
Alaska,2022-07-05,1277,2022-07-05,Alaska,731545,1174755.0,1667765.0,493010,516760.0,62.72,160.59,458811.0,70.64,227.98,,469.0,641.0,0.704,241215.0,32.97
Alaska,2022-07-12,1284,2022-07-12,Alaska,731545,1178111.0,1675765.0,497654,517683.0,62.77,161.04,459177.0,70.77,229.07,,522.0,714.0,0.703,243304.0,33.26
Alaska,2022-07-19,1291,2022-07-19,Alaska,731545,1181814.0,1685265.0,503451,518415.0,62.84,161.55,459677.0,70.87,230.37,,639.0,873.0,0.701,245796.0,33.6
Alaska,2022-07-26,1298,2022-07-26,Alaska,731545,1186419.0,1698965.0,512546,519269.0,62.91,162.18,460198.0,70.98,232.24,,658.0,899.0,0.698,249048.0,34.04
Alaska,2022-08-02,1305,2022-08-02,Alaska,731545,1189864.0,1707765.0,517901,519899.0,62.97,162.65,460681.0,71.07,233.45,,562.0,768.0,0.697,251395.0,34.36
Alaska,2022-08-09,1312,2022-08-09,Alaska,731545,1193878.0,1721465.0,527587,520599.0,63.05,163.2,461227.0,71.16,235.32,,573.0,783.0,0.694,254177.0,34.75
Alaska,2022-08-16,1319,2022-08-16,Alaska,731545,1197172.0,1732765.0,535593,521311.0,63.19,163.65,462264.0,71.26,236.86,,471.0,644.0,0.691,255748.0,34.96
Alaska,2022-08-23,1326,2022-08-23,Alaska,731545,1197356.0,1743565.0,546209,521401.0,63.2,163.67,462322.0,71.27,238.34,,633.0,865.0,0.687,255787.0,34.97
Alaska,2022-08-30,1333,2022-08-30,Alaska,731545,1202497.0,1753165.0,550668,522459.0,63.31,164.38,463165.0,71.42,239.65,,734.0,1003.0,0.686,259047.0,35.41
Alaska,2022-09-06,1340,2022-09-06,Alaska,731545,1204769.0,1761865.0,557096,523022.0,63.37,164.69,463588.0,71.5,240.84,,325.0,444.0,0.684,260353.0,35.59
Alaska,2022-09-13,1347,2022-09-13,Alaska,731545,1204887.0,1769065.0,564178,523065.0,63.38,164.7,463635.0,71.5,241.83,,517.0,707.0,0.681,260384.0,35.59
Alaska,2022-09-20,1354,2022-09-20,Alaska,731545,1209093.0,1808465.0,599372,523872.0,63.47,165.28,464318.0,71.61,247.21,,933.0,1275.0,0.669,263122.0,35.97
Alaska,2022-09-27,1361,2022-09-27,Alaska,731545,1216011.0,1832565.0,616554,524501.0,63.55,166.23,464887.0,71.7,250.51,,1206.0,1649.0,0.664,268842.0,36.75
Alaska,2022-10-04,1368,2022-10-04,Alaska,731545,1224705.0,1864265.0,639560,525140.0,63.63,167.41,465463.0,71.79,254.84,,1461.0,1997.0,0.657,276321.0,37.77
Alaska,2022-10-11,1375,2022-10-11,Alaska,731545,1235188.0,1886465.0,651277,525291.0,64.28,168.85,470217.0,71.81,257.87,,1498.0,2048.0,0.655,281899.0,38.53
Alaska,2022-10-18,1382,2022-10-18,Alaska,731545,1244818.0,1911665.0,666847,526106.0,64.35,170.16,470782.0,71.92,261.32,,1376.0,1881.0,0.651,290149.0,39.66
Alaska,2022-10-25,1389,2022-10-25,Alaska,731545,1253333.0,1933865.0,680532,526817.0,64.43,171.33,471305.0,72.01,264.35,,1260.0,1722.0,0.648,297430.0,40.66
Alaska,2022-11-01,1396,2022-11-01,Alaska,731545,1262205.0,1947065.0,684860,527596.0,64.5,172.54,471828.0,72.12,266.16,,1267.0,1732.0,0.648,305000.0,41.69
Alaska,2022-11-08,1403,2022-11-08,Alaska,731545,1269692.0,1981305.0,711613,528402.0,64.59,173.56,472496.0,72.23,270.84,,1070.0,1463.0,0.641,311013.0,42.51
Alaska,2022-11-15,1410,2022-11-15,Alaska,731545,1276350.0,1980965.0,704615,529086.0,64.65,174.47,472947.0,72.32,270.79,,951.0,1300.0,0.644,316536.0,43.27
Alaska,2022-11-22,1417,2022-11-22,Alaska,731545,1282694.0,1998565.0,715871,529764.0,64.71,175.34,473409.0,72.42,273.2,,906.0,1238.0,0.642,321740.0,43.98
Alaska,2022-11-29,1424,2022-11-29,Alaska,731545,1287892.0,2012565.0,724673,530299.0,64.76,176.05,473778.0,72.49,275.11,,743.0,1016.0,0.64,326034.0,44.57
Alaska,2022-12-06,1431,2022-12-06,Alaska,731545,1291050.0,2017415.0,726365,530653.0,64.8,176.48,474042.0,72.54,275.77,,582.0,796.0,0.64,328574.0,44.92
Alaska,2022-12-13,1438,2022-12-13,Alaska,731545,1295275.0,2036055.0,740780,531132.0,64.85,177.06,474396.0,72.6,278.32,,604.0,826.0,0.636,331966.0,45.38
Alaska,2022-12-20,1445,2022-12-20,Alaska,731545,1298410.0,2046575.0,748165,531514.0,64.89,177.49,474689.0,72.66,279.76,,459.0,627.0,0.634,334426.0,45.72
Alaska,2022-12-27,1452,2022-12-27,Alaska,731545,1301634.0,2063735.0,762101,531886.0,64.92,177.93,474925.0,72.71,282.11,,461.0,630.0,0.631,337042.0,46.07
Alaska,2023-01-03,1459,2023-01-03,Alaska,731545,1303955.0,2066295.0,762340,532210.0,64.95,178.25,475125.0,72.75,282.46,,332.0,454.0,0.631,338839.0,46.32
Alaska,2023-01-10,1466,2023-01-10,Alaska,731545,1306133.0,2070255.0,764122,532458.0,64.97,178.54,475305.0,72.79,283.0,,311.0,425.0,0.631,340589.0,46.56
Alaska,2023-01-17,1473,2023-01-17,Alaska,731545,1308299.0,2080445.0,772146,532770.0,65.0,178.84,475494.0,72.83,284.39,,377.0,515.0,0.629,342254.0,46.79
Alaska,2023-01-24,1474,2023-01-18,Alaska,731545,1311019.0,2087145.0,776126,533079.0,65.03,179.21,475721.0,72.87,285.31,,389.0,532.0,0.628,344438.0,47.08
American Samoa,2021-01-12,1475,2021-01-12,American Samoa,47321,2124.0,10650.0,8526,842.0,0.47,3.81,260.0,1.51,19.12,,,,0.199,,
American Samoa,2021-01-19,1482,2021-01-19,American Samoa,47321,4756.0,18450.0,14567,3985.0,1.38,8.54,770.0,7.16,33.13,912.0,586.0,10523.0,0.279,,
American Samoa,2021-01-26,1489,2021-01-26,American Samoa,47321,8315.0,18450.0,13137,7365.0,1.7,14.93,948.0,13.23,33.13,1215.0,532.0,9553.0,0.451,,
American Samoa,2021-02-02,1496,2021-02-02,American Samoa,47321,10761.0,18450.0,9365,9713.0,1.88,19.32,1046.0,17.44,33.13,840.0,539.0,9679.0,0.583,,
American Samoa,2021-02-09,1503,2021-02-09,American Samoa,47321,12680.0,29450.0,18193,9792.0,5.18,22.77,2885.0,17.58,52.88,772.0,333.0,5980.0,0.6,,
American Samoa,2021-02-16,1510,2021-02-16,American Samoa,47321,16109.0,29450.0,16132,10236.0,10.52,28.93,5860.0,18.38,52.88,1519.0,498.0,8943.0,0.547,,
American Samoa,2021-02-23,1517,2021-02-23,American Samoa,47321,18816.0,29450.0,13181,11054.0,14.11,33.79,7859.0,19.85,52.88,1471.0,485.0,8709.0,0.639,,
American Samoa,2021-03-02,1524,2021-03-02,American Samoa,47321,21079.0,29450.0,9711,13028.0,14.62,37.85,8142.0,23.39,52.88,923.0,581.0,10433.0,0.716,,
American Samoa,2021-03-09,1531,2021-03-09,American Samoa,47321,21625.0,43210.0,21585,13471.0,14.82,38.83,8254.0,24.19,77.59,546.0,269.0,4830.0,0.716,,
American Samoa,2021-03-16,1538,2021-03-16,American Samoa,47321,24300.0,43210.0,19514,15378.0,16.2,43.64,9024.0,27.61,77.59,604.0,382.0,6860.0,0.562,,
American Samoa,2021-03-23,1545,2021-03-23,American Samoa,47321,27263.0,43210.0,18910,17114.0,18.39,48.96,10240.0,30.73,77.59,2715.0,423.0,7596.0,0.631,,
American Samoa,2021-03-30,1552,2021-03-30,American Samoa,47321,29079.0,43810.0,15946,17718.0,20.58,52.22,11460.0,31.82,78.67,639.0,604.0,10846.0,0.664,,
American Samoa,2021-04-06,1559,2021-04-06,American Samoa,47321,31775.0,43810.0,12643,18100.0,24.7,57.06,13755.0,32.5,78.67,2088.0,476.0,8547.0,0.725,,
American Samoa,2021-04-13,1566,2021-04-13,American Samoa,47321,34165.0,43810.0,10954,19408.0,26.66,61.35,14846.0,34.85,78.67,1081.0,341.0,6123.0,0.78,,
American Samoa,2021-04-20,1573,2021-04-20,American Samoa,47321,35972.0,43810.0,9024,20255.0,28.39,64.59,15811.0,36.37,78.67,1186.0,347.0,6231.0,0.821,,
American Samoa,2021-04-27,1580,2021-04-27,American Samoa,47321,37808.0,47010.0,9779,21284.0,29.9,67.89,16650.0,38.22,84.42,1138.0,262.0,4705.0,0.824,,
American Samoa,2021-05-04,1587,2021-05-04,American Samoa,47321,39125.0,54030.0,15693,21904.0,31.16,70.26,17353.0,39.33,97.02,529.0,321.0,5764.0,0.804,,
American Samoa,2021-05-11,1594,2021-05-11,American Samoa,47321,39666.0,54030.0,14762,22122.0,31.78,71.23,17697.0,39.72,97.02,398.0,209.0,3753.0,0.734,,
American Samoa,2021-05-18,1601,2021-05-18,American Samoa,47321,40525.0,54030.0,14364,22498.0,32.65,72.77,18182.0,40.4,97.02,434.0,123.0,2209.0,0.75,,
American Samoa,2021-05-25,1608,2021-05-25,American Samoa,47321,41907.0,54030.0,12569,23161.0,33.94,75.25,18902.0,41.59,97.02,936.0,259.0,4651.0,0.776,,
American Samoa,2021-06-01,1615,2021-06-01,American Samoa,47321,42511.0,54030.0,12123,23419.0,34.57,76.34,19252.0,42.05,97.02,604.0,150.0,2694.0,0.787,,
American Samoa,2021-06-08,1622,2021-06-08,American Samoa,47321,43401.0,54030.0,10978,23982.0,35.18,77.93,19590.0,43.06,97.02,541.0,164.0,2945.0,0.803,,
American Samoa,2021-06-15,1629,2021-06-15,American Samoa,47321,44386.0,54030.0,10629,24552.0,36.1,79.7,20103.0,44.09,97.02,370.0,141.0,2532.0,0.822,,
American Samoa,2021-06-22,1636,2021-06-22,American Samoa,47321,45335.0,54030.0,9384,25105.0,36.92,81.41,20561.0,45.08,97.02,379.0,188.0,3376.0,0.839,,
American Samoa,2021-06-29,1643,2021-06-29,American Samoa,47321,46103.0,54030.0,8695,25507.0,37.69,82.79,20991.0,45.8,97.02,414.0,158.0,2837.0,0.853,,
American Samoa,2021-07-06,1650,2021-07-06,American Samoa,47321,47310.0,54030.0,7927,26226.0,38.76,84.95,21583.0,47.09,97.02,677.0,172.0,3089.0,0.876,,
American Samoa,2021-07-13,1657,2021-07-13,American Samoa,47321,48722.0,54030.0,6357,27083.0,39.93,87.49,22234.0,48.63,97.02,544.0,224.0,4022.0,0.902,,
American Samoa,2021-07-20,1664,2021-07-20,American Samoa,47321,49581.0,54930.0,5808,27586.0,40.66,89.03,22643.0,49.54,98.64,325.0,198.0,3555.0,0.908,,
American Samoa,2021-07-27,1671,2021-07-27,American Samoa,47321,51247.0,54930.0,4920,28496.0,42.03,92.02,23405.0,51.17,98.64,928.0,257.0,4615.0,0.933,,
American Samoa,2021-08-03,1678,2021-08-03,American Samoa,47321,52214.0,55830.0,4160,29008.0,42.84,93.76,23859.0,52.09,100.25,421.0,237.0,4256.0,0.941,,
American Samoa,2021-08-10,1685,2021-08-10,American Samoa,47321,53169.0,55830.0,3271,29453.0,43.65,95.47,24310.0,52.89,100.25,374.0,180.0,3232.0,0.952,,
American Samoa,2021-08-17,1692,2021-08-17,American Samoa,47321,54295.0,58530.0,5361,29957.0,44.77,97.5,24931.0,53.79,105.1,614.0,161.0,2891.0,0.952,,
American Samoa,2021-08-24,1699,2021-08-24,American Samoa,47321,55217.0,58530.0,4235,30437.0,45.57,99.15,25376.0,54.66,105.1,352.0,211.0,3789.0,0.943,,
American Samoa,2021-08-31,1706,2021-08-31,American Samoa,47321,55576.0,58530.0,3044,30602.0,45.92,99.8,25574.0,54.95,105.1,269.0,170.0,3053.0,0.95,,
American Samoa,2021-09-07,1713,2021-09-07,American Samoa,47321,56971.0,58530.0,2954,31481.0,46.84,102.3,26086.0,56.53,105.1,1320.0,199.0,3573.0,0.973,,
American Samoa,2021-09-14,1720,2021-09-14,American Samoa,47321,58461.0,62040.0,3581,32389.0,47.88,104.98,26666.0,58.16,111.4,778.0,311.0,5585.0,0.987,,
American Samoa,2021-09-21,1727,2021-09-21,American Samoa,47321,59272.0,62040.0,3579,32920.0,48.38,106.43,26941.0,59.11,111.4,445.0,116.0,2083.0,0.955,,
American Samoa,2021-09-28,1734,2021-09-28,American Samoa,47321,61778.0,66050.0,5534,34098.0,50.73,110.93,28253.0,61.23,118.61,786.0,422.0,7578.0,0.955,,
American Samoa,2021-10-05,1741,2021-10-05,American Samoa,47321,62461.0,66550.0,4502,34269.0,51.65,112.16,28764.0,61.54,119.5,413.0,397.0,7129.0,0.939,,
American Samoa,2021-10-12,1748,2021-10-12,American Samoa,47321,63460.0,68550.0,5427,34620.0,52.8,113.95,29405.0,62.17,123.09,662.0,154.0,2765.0,0.939,,
American Samoa,2021-10-19,1755,2021-10-19,American Samoa,47321,65357.0,68550.0,5090,35182.0,55.19,117.36,30736.0,63.18,123.09,1405.0,271.0,4866.0,0.953,,
American Samoa,2021-10-26,1762,2021-10-26,American Samoa,47321,65566.0,70650.0,5209,35220.0,55.49,117.74,30902.0,63.24,126.87,125.0,271.0,4866.0,0.955,,
American Samoa,2021-11-02,1769,2021-11-02,American Samoa,47321,65780.0,71820.0,6169,35239.0,55.62,118.12,30977.0,63.28,128.97,129.0,48.0,862.0,0.928,120.0,0.22
American Samoa,2021-11-09,1776,2021-11-09,American Samoa,47321,66424.0,75120.0,8902,35339.0,65.75,140.16,31162.0,74.57,158.51,265.0,92.0,1941.0,0.922,478.0,1.01
American Samoa,2021-11-16,1783,2021-11-16,American Samoa,47321,66939.0,75120.0,8696,35397.0,65.99,141.25,31274.0,74.69,158.51,200.0,81.0,1709.0,0.891,823.0,1.74
American Samoa,2021-11-23,1790,2021-11-23,American Samoa,47321,67553.0,75120.0,8181,35518.0,66.15,142.54,31351.0,74.95,158.51,614.0,88.0,1857.0,0.899,1240.0,2.62
American Samoa,2021-11-30,1797,2021-11-30,American Samoa,47321,67867.0,75120.0,7567,35585.0,66.25,143.2,31395.0,75.09,158.51,174.0,108.0,2279.0,0.903,1443.0,3.04
American Samoa,2021-12-07,1804,2021-12-07,American Samoa,47321,71187.0,78710.0,7523,37880.0,66.67,150.21,31594.0,79.93,166.08,2118.0,499.0,10529.0,0.948,2269.0,4.79
American Samoa,2021-12-14,1811,2021-12-14,American Samoa,47321,72940.0,78710.0,7523,39021.0,66.98,153.91,31743.0,82.34,166.08,1753.0,474.0,10002.0,0.927,2748.0,5.8
American Samoa,2021-12-21,1818,2021-12-21,American Samoa,47321,74675.0,79510.0,5445,39990.0,67.44,157.57,31963.0,84.38,167.77,886.0,423.0,8926.0,0.942,3279.0,6.92
American Samoa,2021-12-28,1825,2021-12-28,American Samoa,47321,75819.0,83310.0,7694,40254.0,69.01,159.98,32705.0,84.94,175.79,203.0,237.0,5001.0,0.942,3419.0,7.21
American Samoa,2022-01-04,1832,2022-01-04,American Samoa,47321,78317.0,83310.0,7491,40726.0,72.8,165.25,34503.0,85.93,175.79,0.0,357.0,7533.0,0.94,3647.0,7.7
American Samoa,2022-01-11,1839,2022-01-11,American Samoa,47321,80788.0,84910.0,4583,41385.0,75.63,170.47,35844.0,87.32,179.17,631.0,501.0,10571.0,0.958,4120.0,8.69
American Samoa,2022-01-18,1846,2022-01-18,American Samoa,47321,82022.0,84910.0,3742,41820.0,76.73,173.07,36365.0,88.24,179.17,410.0,337.0,7111.0,0.966,4404.0,9.29
American Samoa,2022-01-25,1853,2022-01-25,American Samoa,47321,82990.0,86710.0,3865,42039.0,77.65,175.11,36799.0,88.7,182.96,472.0,189.0,3988.0,0.972,4721.0,9.96
American Samoa,2022-02-01,1860,2022-02-01,American Samoa,47321,83981.0,91010.0,7585,42139.0,78.84,177.21,37362.0,88.92,192.04,379.0,142.0,2996.0,0.961,5047.0,10.65
American Samoa,2022-02-08,1867,2022-02-08,American Samoa,47321,84972.0,92810.0,8414,42382.0,79.78,179.3,37807.0,89.43,195.83,576.0,142.0,2996.0,0.926,5354.0,11.3
American Samoa,2022-02-15,1874,2022-02-15,American Samoa,47321,85640.0,92810.0,7749,42516.0,80.16,180.71,37989.0,89.71,195.83,232.0,145.0,3060.0,0.923,5706.0,12.04
American Samoa,2022-02-22,1881,2022-02-22,American Samoa,47321,85962.0,92810.0,7112,42575.0,80.32,181.39,38066.0,89.84,195.83,183.0,102.0,2152.0,0.926,5893.0,12.43
American Samoa,2022-03-01,1888,2022-03-01,American Samoa,47321,88816.0,92810.0,6452,42945.0,81.09,187.41,38432.0,90.62,195.83,1091.0,408.0,8609.0,0.957,8011.0,16.9
American Samoa,2022-03-08,1895,2022-03-08,American Samoa,47321,92238.0,105710.0,16800,43349.0,81.91,194.63,38817.0,91.47,223.05,1810.0,489.0,10318.0,0.957,10645.0,22.46
American Samoa,2022-03-15,1902,2022-03-15,American Samoa,47321,98196.0,110410.0,16546,44140.0,83.39,207.2,39520.0,93.14,232.97,2279.0,851.0,17957.0,0.889,15111.0,31.89
American Samoa,2022-03-22,1909,2022-03-22,American Samoa,47321,100375.0,114610.0,14626,44359.0,84.06,211.8,39840.0,93.6,241.83,1328.0,874.0,18442.0,0.901,16752.0,35.35
American Samoa,2022-03-29,1916,2022-03-29,American Samoa,47321,103710.0,114610.0,14235,44687.0,85.25,218.83,40402.0,94.29,241.83,1810.0,476.0,10044.0,0.905,19199.0,40.51
American Samoa,2022-04-05,1923,2022-04-05,American Samoa,47321,105490.0,114610.0,10727,44860.0,86.0,222.59,40756.0,94.66,241.83,1468.0,501.0,10571.0,0.92,20455.0,43.16
American Samoa,2022-04-12,1930,2022-04-12,American Samoa,47321,107025.0,114610.0,9120,44998.0,86.88,225.83,41174.0,94.95,241.83,844.0,357.0,7533.0,0.934,21434.0,45.23
American Samoa,2022-04-19,1937,2022-04-19,American Samoa,47321,107477.0,115210.0,7986,45033.0,87.07,226.78,41264.0,95.02,243.1,253.0,248.0,5233.0,0.934,21762.0,45.92
American Samoa,2022-04-26,1944,2022-04-26,American Samoa,47321,108332.0,117010.0,9445,45111.0,87.37,228.59,41405.0,95.19,246.9,410.0,122.0,2574.0,0.933,22397.0,47.26
American Samoa,2022-05-03,1951,2022-05-03,American Samoa,47321,108682.0,117010.0,8678,45155.0,87.5,229.33,41468.0,95.28,246.9,0.0,135.0,2849.0,0.929,22642.0,47.78
American Samoa,2022-05-10,1958,2022-05-10,American Samoa,47321,109720.0,117010.0,7595,45272.0,87.85,231.52,41635.0,95.53,246.9,733.0,155.0,3271.0,0.938,23398.0,49.37
American Samoa,2022-05-17,1965,2022-05-17,American Samoa,47321,110267.0,117010.0,7039,45333.0,88.04,232.67,41726.0,95.66,246.9,109.0,78.0,1646.0,0.942,23793.0,50.2
American Samoa,2022-05-24,1972,2022-05-24,American Samoa,47321,110671.0,117010.0,6669,45377.0,88.19,233.52,41796.0,95.75,246.9,121.0,71.0,1498.0,0.946,24083.0,50.82
American Samoa,2022-05-31,1979,2022-05-31,American Samoa,47321,110809.0,121410.0,10739,45393.0,88.25,233.81,41823.0,95.78,256.18,72.0,47.0,992.0,0.946,24179.0,51.02
American Samoa,2022-06-07,1986,2022-06-07,American Samoa,47321,111154.0,121410.0,10461,45441.0,88.35,234.54,41870.0,95.88,256.18,140.0,49.0,1034.0,0.916,24429.0,51.55
American Samoa,2022-06-14,1993,2022-06-14,American Samoa,47321,111318.0,121410.0,10203,45462.0,88.41,234.89,41901.0,95.93,256.18,53.0,39.0,823.0,0.917,24541.0,51.78
American Samoa,2022-06-21,2000,2022-06-21,American Samoa,47321,111347.0,121410.0,10063,45464.0,88.42,234.95,41903.0,95.93,256.18,29.0,20.0,422.0,0.917,24566.0,51.84
